algorithm_name,parameter_name,parameter_value,best_fitness
ACO,rho,0.5,7.607342648932617
ACO,rho,0.55,3.2093773334844045
ACO,rho,0.6,0.006475759404404388
ACO,rho,0.65,4.6506782743911673e-07
ACO,rho,0.7,4.39725234826627e-13
ACO,rho,0.75,1.726867112745715e-14
ACO,rho,0.8,7.669198054973977e-14
ACO,rho,0.85,4.890451954007649e-09
ACO,rho,0.9,5.707294035228877e-09
ACO,rho,0.95,4.629059856273962e-06
ACO,rho,1.0,0.002676063045817957
