algorithm_name,avg_fitness,parameter_name,parameter_value
ACO,9.252742248495501,rho,0.5
ACO,3.7549496362691803,rho,0.55
ACO,0.5048047412754372,rho,0.6
ACO,0.00037406323759830187,rho,0.65
ACO,7.301072743324106e-13,rho,0.7
ACO,6.641935844979549e-15,rho,0.75
ACO,1.3293715109329508e-13,rho,0.8
ACO,3.377420054625094e-11,rho,0.85
ACO,6.518330227506382e-08,rho,0.9
ACO,4.416089798370301e-05,rho,0.95
ACO,0.0019067859912441885,rho,1.0
