Algo,DIM,POP,Fitness,Time (s),Space (bytes)
FA,10,50,0.012267208367855624,2.5079667568206787,4000
ABC,10,50,3.7328297156500746e-05,0.21199512481689453,4000
Cuckoo,10,50,0.22207544551002195,0.05054473876953125,80
PSO,10,50,1.844760758378053e-06,0.025069475173950195,80
HC,10,50,0.7938372711405729,0.045958518981933594,80
GA,10,50,0.20547249371227966,0.023396015167236328,80
SA,10,50,21.151452964244438,0.09579038619995117,80
ACO,10,50,2.247312140568415e-11,0.2716948986053467,80
FA,10,100,0.01117341341891605,8.771424531936646,8000
ABC,10,100,1.2930798097964459e-06,0.3435070514678955,8000
Cuckoo,10,100,0.41311434398440233,0.07973074913024902,80
PSO,10,100,8.499555844053598e-07,0.03507256507873535,80
HC,10,100,0.7938372711405729,0.03830409049987793,80
GA,10,100,0.647689567452859,0.03597211837768555,80
SA,10,100,21.151452964244438,0.08321261405944824,80
ACO,10,100,2.247312140568415e-11,0.2338268756866455,80
FA,10,200,0.0046173990061036535,38.179810762405396,16000
ABC,10,200,1.1091817050045469e-05,0.6418843269348145,16000
Cuckoo,10,200,0.2173173607467778,0.1674489974975586,80
PSO,10,200,1.1277032349205689e-07,0.0857396125793457,80
HC,10,200,0.7938372711405729,0.0422515869140625,80
GA,10,200,0.10214050789003656,0.08094024658203125,80
SA,10,200,21.151452964244438,0.10493755340576172,80
ACO,10,200,2.247312140568415e-11,0.2990603446960449,80
FA,30,50,0.16018862362018982,2.3967690467834473,12000
ABC,30,50,0.023873479236916868,0.1857163906097412,12000
Cuckoo,30,50,18.410902932797956,0.05941414833068848,240
PSO,30,50,0.30748700414787367,0.024407148361206055,240
HC,30,50,6.951017560569533,0.06558537483215332,240
GA,30,50,55.61830780307466,0.023698091506958008,240
SA,30,50,107.61765748444937,0.09505867958068848,240
ACO,30,50,0.07982856417246476,0.8927412033081055,240
FA,30,100,0.09988198198091187,10.533392906188965,24000
ABC,30,100,0.0173946491169318,0.33831000328063965,24000
Cuckoo,30,100,29.730433461127603,0.09937572479248047,240
PSO,30,100,0.09603625746320467,0.04007601737976074,240
HC,30,100,6.951017560569533,0.05661797523498535,240
GA,30,100,40.217716740941476,0.0393068790435791,240
SA,30,100,107.61765748444937,0.08234882354736328,240
ACO,30,100,0.07982856417246476,0.6084191799163818,240
FA,30,200,0.1244527232062178,56.64408040046692,48000
ABC,30,200,0.05211109668931827,2.023387908935547,48000
Cuckoo,30,200,29.75579678916351,0.7569825649261475,240
PSO,30,200,0.013179040638006225,0.2035212516784668,240
HC,30,200,6.951017560569533,0.16345810890197754,240
GA,30,200,31.220766204406836,0.30427122116088867,240
SA,30,200,107.61765748444937,0.2847168445587158,240
ACO,30,200,0.07982856417246476,2.4221506118774414,240
FA,100,50,631.1794073882593,10.907336235046387,40000
ABC,100,50,404.817774678762,2.034393072128296,40000
Cuckoo,100,50,118.657991043586,0.33856201171875,800
PSO,100,50,137.21375109327957,0.11235451698303223,800
HC,100,50,97.1886869257735,0.7330143451690674,800
GA,100,50,379.47794037405737,0.11865854263305664,800
SA,100,50,284.43121910724676,0.45418882369995117,800
ACO,100,50,243.70149744091432,14.07282280921936,800
FA,100,100,609.3918823508495,36.14008402824402,80000
ABC,100,100,336.1979458262986,0.4736032485961914,80000
Cuckoo,100,100,218.87266734463915,0.27711963653564453,800
PSO,100,100,73.36818304641028,0.09346675872802734,800
HC,100,100,97.1886869257735,0.20754623413085938,800
GA,100,100,301.249324533529,0.08098340034484863,800
SA,100,100,284.43121910724676,0.17514467239379883,800
ACO,100,100,243.70149744091432,3.7213072776794434,800
FA,100,200,595.5032325667194,100.53829979896545,160000
ABC,100,200,282.12425983883935,2.442288637161255,160000
Cuckoo,100,200,217.17727986797448,1.2849440574645996,800
PSO,100,200,41.27284975387933,0.31067705154418945,800
HC,100,200,97.1886869257735,0.4578893184661865,800
GA,100,200,285.7934560100787,0.2770812511444092,800
SA,100,200,284.43121910724676,0.3444652557373047,800
ACO,100,200,243.70149744091432,6.229663133621216,800
